source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
thecragandcanyon.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
brainerddispatch.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
brantfordexpositor.ca,canada,right-center,high,,newspaper,medium traffic,high credibility
breakingdefense.com,usa,right-center,high,,website,medium traffic,high credibility
thebreakthrough.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
brewtonstandard.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
recorder.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
bryantimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
bt.dk,denmark,right-center,mixed,,newspaper,high traffic,high credibility
batimes.com.ar,argentina,right-center,high,,newspaper,medium traffic,high credibility
thetimesnews.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
businesslive.co.za,south africa,right-center,mixed,,website,medium traffic,medium credibility
business-standard.com,india,right-center,mixed,,newspaper,high traffic,high credibility
caclubindia.com,india,right-center,mixed,,website,medium traffic,medium credibility
calgaryherald.com,canada,right-center,high,,newspaper,medium traffic,high credibility
californiaglobe.com,usa,right-center,mixed,,website,medium traffic,medium credibility
capoliticalreview.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
campaignforliberty.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
thecjn.ca,canada,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
taxpayer.com,canada,right-center,high,,organization/foundation,medium traffic,high credibility
capital.fr,france,right-center,high,,magazine,high traffic,high credibility
capitalismmagazine.com,usa,right-center,mixed,,website,minimal traffic,high credibility
leaderpub.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
cato.org,usa,right-center,high,,organization/foundation,medium traffic,high credibility
ccn.com,norway,right-center,high,,website,medium traffic,high credibility
cepa.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
cftni.org,united states,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
pmg-ky2.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
chathamdailynews.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
chathamthisweek.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
checkyourfact.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
chicagotribune.com,usa,right-center,high,,newspaper,high traffic,high credibility
chinadigitaltimes.net,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
christianitytoday.com,usa,right-center,high,,magazine,medium traffic,high credibility
cicero.de,germany,right-center,mixed,,magazine,mediumtraffic,high credibility
claiborneprogress.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
clantonadvertiser.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
clarin.com,argentina,right-center,high,mostly free,newspaper,high traffic,high credibility
theclarionnews.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
clevelandbanner.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
clintonnewsrecord.com,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
cloutpolitical.com,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
cochranetimes.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
cochranetimespost.ca,canada,right-center,high,mostly free,newspaper,minimal traffic,high credibility
coefficient.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
saltwire.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
coldlakesun.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
gazette.com,usa,right-center,high,,newspaper,medium traffic,high credibility
columbiadailyherald.com,usa,left-center,high,,newspaper,minimal traffic,high credibility
compactmag.com,usa,right-center,mixed,,website,medium traffic,high credibility
crfb.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
newsexaminer.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
cordeledispatch.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
standard-freeholder.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
madisoncourier.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
counterextremism.com,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
criticalthreats.org,usa,right-center,mixed,,organization/foundation,medium traffic,high credibility
alexcityoutlook.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dn.se,sweden,right-center,high,excellent,newspaper,high traffic,high credibility
heraldpalladium.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dailyherald.com,usa,right-center,high,,newspaper,medium traffic,high credibility
dailyunion.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
mininggazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dailypress.com,usa,right-center,high,,newspaper,medium traffic,high credibility
dailyo.in,india,right-center,mixed,,website,medium traffic,medium credibility
dallasnews.com,usa,right-center,high,,newspaper,high traffic,high credibility
amnews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dcjournal.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
volkskrant.nl,netherlands,right-center,high,,newspaper,high traffic,high credibility
decaturdailydemocrat.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
deccanchronicle.com,india,right-center,mixed,,newspaper,medium traffic,high credibility
defendingdemocracytogether.org,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
crescent-news.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
delgazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
delfi.lt,lithuania,right-center,mixed,mostly free,website,high traffic,high credibility
demopolistimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
denvergazette.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
deseret.com,usa,right-center,high,,newspaper,high traffic,high credibility
desertsun.com,usa,right-center,high,,newspaper,medium traffic,high credibility
dl-online.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
detroitnews.com,usa,right-center,high,,newspaper,high traffic,high credibility
deutschland.de,germany,right-center,mixed,,website,medium traffic,high credibility
devondispatch.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
diepresse.com,austria,right-center,high,mostly free,newspaper,high traffic,high credibility
welt.de,germany,right-center,high,mostly free,newspaper,high traffic,high credibility
douglascountysentinel.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
downsizinggovernment.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
draytonvalleywesternreview.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
drudgereport.com,usa,right-center,mixed,,website,high traffic,medium credibility
delawarevalleyjournal.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
registerherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thewetumpkaherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
ecuavisa.com,ecuador,right-center,mixed,,tv station,medium traffic,medium credibility
heraldledger.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
edmontonexaminer.com,canada,right-center,mixed,,newspaper,minimal traffic,high credibility
edmontonjournal.com,canada,right-center,high,,newspaper,medium traffic,high credibility
edmontonsun.com,canada,right-center,high,,newspaper,medium traffic,high credibility
educationnext.org,usa,right-center,mixed,,organization/foundation,medium traffic,high credibility
eir.news,usa,right-center,mixed,,website,minimal traffic,medium credibility
elfinanciero.com.mx,mexico,right-center,mixed,,newspaper,high traffic,high credibility
thenewsenterprise.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
elliotlakestandard.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
elmundo.es,spain,right-center,mixed,mostly free,newspaper,high traffic,high credibility
eluniverso.com,ecuador,right-center,high,,newspaper,high traffic,high credibility
endtimeheadlines.org,usa,right-center,mixed,,website,medium traffic,medium credibility
entrepreneur.com,usa,right-center,high,mostly free,magazine,high traffic,high credibility
ekirikas.com,usa,right-center,mixed,mostly free,newspaper,minimal traffic,medium credibility
eurasiantimes.com,india,right-center,mixed,,website,high traffic,medium credibility
lakeshoreadvance.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
expressen.se,sweden,right-center,mixed,,newspaper,high traffic,high credibility
fabriziolee.com,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
fairborndailyherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
fairviewpost.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
faithfamilyamerica.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
daily-times.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
longwarjournal.org,usa,right-center,high,,website,minimal traffic,high credibility
financialexpress.com,india,right-center,mixed,,newspaper,high traffic,medium credibility
financialpost.com,canada,right-center,mixed,,newspaper,medium traffic,high credibility
firearmsnews.com,usa,right-center,mixed,,magazine,medium traffic,high credibility
firstpost.com,india,right-center,mixed,,website,high traffic,high credibility
fitchratings.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
fitsnews.com,usa,right,mixed,,website,medium traffic,medium credibility
fpri.org,usa,right-center,high,,organization/foundation,medium traffic,high credibility
thedigitalcourier.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
fbherald.com,usa,right-center,high,,website,minimal traffic,high credibility
fortmcmurraytoday.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
fortsaskatchewanrecord.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
star-telegram.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
fortnightlyreview.co.uk,united kingdom,right-center,high,mostly free,website,minimal traffic,high credibility
fortune.com,usa,right-center (2.5),high (1.2),,magazine,high traffic,high credibility
fee.org,usa,right-center,mixed,,organization/foundation,medium traffic,high credibility
foxbusiness.com,usa,right-center,mixed,,tv station,high traffic,medium credibility
foxillinois.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
state-journal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
ftimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
faz.net,germany,right-center,high,mostly free,newspaper,high traffic,high credibility
dailyjournal.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
franklinnews.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
fraserinstitute.org,canada,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
freedomalliance.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
freedomhouse.org,usa,right-center,high,,organization/foundation,medium traffic,high credibility
fcnews.org,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mydailytribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
galvnews.com,usa,right-center,high,mostly free,newspaper,mediumtraffic,high credibility
gananoquereporter.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
gisreportsonline.com,liechtenstein,right-center,mixed,,website,medium traffic,medium credibility
geo.tv,pakistan,right-center,mixed,limited freedom,tv station,high traffic,medium credibility
goderichsignalstar.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
godupdates.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
newsargus.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
gp.se,sweden,right-center,mixed,,website,high traffic,high credibility
grandforksherald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
grandhaventribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mlive.com,usa,right-center,high,,newspaper,medium traffic,high credibility
messenger-inquirer.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
greeleytribune.com,usa,right-center,high,,newspaper,medium traffic,high credibility
greenfieldreporter.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
greenvilleadvocate.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
dailyadvocate.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
greybrucethisweek.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
griffindailynews.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
guns.com,usa,right-center,high,,website,high traffic,high credibility
hammondstar.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
hannaherald.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
thepost.on.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
times-georgian.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
harlanenterprise.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
theharrispoll.com,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
thesuntimes.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
myheraldreview.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
heraldsun.com.au,australia,right-center,mixed,mostly free,newspaper,high traffic,high credibility
hln.be,belgium,right-center,mixed,mostly free,newspaper,high traffic,high credibility
hidesertstar.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
hpenews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
highrivertimes.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
timesgazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thehindubusinessline.com,india,right-center,mixed,,newspaper,high traffic,medium credibility
honestreporting.com,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
hoover.org,usa,right-center,high,,organization/foundation,medium traffic,high credibility
humanprogress.org,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
h-ponline.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
al.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
i24news.tv,israel,right-center,mixed,,tv station,high traffic,medium credibility
icitizen.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
idahostatejournal.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
iefimerida.gr,greece,right-center,mixed,,website,high traffic,medium credibility
ilgiornale.it,italy,right-center,mixed,mostly free,newspaper,high traffic,medium credibility
amuedge.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
india.com,india,right-center,mixed,,website,high traffic,high credibility
indiatimes.com,india,right-center,mixed,,website,high traffic,medium credibility
indiatoday.in,india,right-center,mixed,,magazine,high traffic,medium credibility
indiatvnews.com,india,right-center,mixed,,tv station,high traffic,high credibility
inforum.com,usa,right-center,high,mostly free,website/newspaper,medium traffic,high credibility
insidesources.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
theihs.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
interfax.ru,russia,right-center,mixed,total oppression,news agency,high traffic,medium credibility
ifs.org.uk,united kingdom,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
understandingwar.org,usa,right-center,mixed,,organization/foundation,high traffic,high credibility
investortimes.com,andorra,right-center,mixed,mostly free,website,minimal traffic,medium credibility
independent.ie,ireland,,mixed,ireland 13/180,,,
itv.com,united kingdom,right-center,mixed,,tv station,high traffic,high credibility
jdnews.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
jamestownsun.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
jpost.com,israel,right-center,mixed,,newspaper,high traffic,high credibility
jessaminejournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
jewishbreakingnews.com,israel,right-center,mixed,,website,minimal traffic,medium credibility
jewishjournal.com,usa,right-center,high,,newspaper,medium traffic,high credibility
jns.org,usa,right-center,mixed,,organization/foundation,medium traffic,medium credibility
jewishunpacked.com,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
jonathanturley.org,usa,right-center,mixed,,website,medium traffic,medium credibility
jonesborosun.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
justfacts.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
justfactsdaily.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
jyllands-posten.dk,denmark,right-center,mixed,,newspaper,high traffic,high credibility
foxkansas.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
foxsanantonio.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wwmt.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kathimerini.gr,greece,right-center,mixed,,newspaper,high traffic,high credibility
khaleejtimes.com,united arab emirates,right-center,mixed,,newspaper,high traffic,medium credibility
katu.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
katv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
bakersfieldnow.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kbsi23.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
fox4beaumont.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
siouxlandnews.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
kcby.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kdal610.com,usa,right-center,mixed,,radio station,minimal traffic,medium credibility
abcstlouis.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kdsm17.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
nbcmontana.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kentuckynewera.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
keprtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kfdm.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kfoxtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
cbs2iowa.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxnebraska.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
khqa.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kimatv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kincardinenews.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
kingstonthisweek.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
kinston.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
northernnews.ca,canada,right-center,high,,newspaper,minimal traffic,high credibility
klewtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kmph.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
nbc16.com,usa,right-center,high,,tv station,minimal traffic,high credibility
knewz.com,usa,right-center,mixed,,website,medium traffic,medium credibility
okcfox.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
komonews.com,usa,right-center,high,mostly free,tv station,high traffic,high credibility
koreaherald.com,south korea,right-center,mixed,mostly free,newspaper,medium traffic,high credibility
fox42kptm.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
krcgtv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
mynews4.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxreno.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox38corpuschristi.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
news3lv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
ktul.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
ktvl.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kutv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
kval.com,usa,right-center,high,,tv station,medium traffic,high credibility
abc7amarillo.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
nebraska.tv,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
lagrangenews.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
americanpress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
nacion.com,costa rica,right-center,mixed,mostly free,newspaper,high traffic,high credibility
lanacion.com.ar,argentina,right-center,high,mostly free,newspaper,high traffic,high credibility
valleytimes-news.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lobservateur.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lpheralddispatch.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lmtonline.com,usa,right center,high,mostly free,newspaper,medium traffic,high credibility
reviewjournal.com,usa,right-center,high,mostly free,newspaper,high traffic,high credibility
learnliberty.org,usa,right-center,high,,organization/foundation,minimal traffic,high credibility
lebanondemocrat.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
leducrep.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
lefigaro.fr,france,right-center,high,mostly free,newspaper,high traffic,high credibility
leicestermercury.co.uk,united kingdom,right-center,high,,newspaper,high traffic,high credibility
newstopicnews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
leparisien.fr,france,right-center,high,mostly free,newspaper,high traffic,high credibility
lepoint.fr,france,right-center,high,,magazine,high traffic,high credibility
the-dispatch.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
lexingtoninstitute.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
libertarianism.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
mycouriertribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
listverse.com,united kingdom,right-center,mixed,mostly free,website,high traffic,high credibility
thecabin.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lbc.co.uk,united kingdom,right-center,mixed,,radio station,medium traffic,medium credibility
standard.co.uk,united kingdom,right-center,mixed,mostly free,newspaper,high traffic,high credibility
lfpress.com,canada,right-center,mixed,,newspaper,medium traffic,high credibility
dailynews.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
lowndessignal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
lowyinstitute.org,australia,right-center,high,,organization/foundation,medium traffic,high credibility
lubbockonline.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
lucknowsentinel.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
luvernejournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
macdonaldlaurier.ca,canada,right-center,mixed,,organization/foundation,minimal traffic,high credibility
mackinac.org,usa,right-center,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
lebanondemocrat.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
the-messenger.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
malaymail.com,malaysia,right-center,mixed,moderate freedom,website,high traffic,high credibility
malaysia-today.net,malaysia,right-center,mixed,moderate freedom,website,medium traffic,medium credibility
unionleader.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
manilatimes.net,philippines,right-center,mixed,,newspaper,medium traffic,medium credibility
marginalrevolution.com,usa,right-center,high,,website,medium traffic,high credibility
chronicle-tribune.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
marketwatch.com,usa,right-center,high,mostly free,website,high traffic,high credibility
mdjonline.com,usa,right-center,high,,newspaper,medium traffic,high credibility
tribunecourier.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
frontiersman.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
mayerthorpefreelancer.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
mayfield-messenger.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
meaww.com,india,right-center,mixed,,website,high traffic,high credibility
melfortjournal.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
mercatus.org,usa,,high,usa 45/180,,,
metabunk.org,usa,pro-science,high,mostly free,website,minimal traffic,high credibility
metropolisplanet.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
miamivalleytoday.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
michigancapitolconfidential.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
middlesboronews.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
midnorthmonitor.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
mitchelladvocate.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
mitchellrepublic.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
enquirerjournal.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
montrealgazette.com,canada,right-center,high,,newspaper,high traffic,high credibility
moroccoworldnews.com,usa,right-center,mixed,mostly free,website,medium traffic,medium credibility
mosaicmagazine.com,usa,right-center,mixed,,magazine,medium traffic,high credibility
m24.ru,russia,right-center,mixed,total oppression,tv station,high traffic,medium credibility
mtdemocrat.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
hometownregister.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
mrbadly.com,usa,right-center,high,,website,minimal traffic,high credibility
mynorthwest.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
nantonnews.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
nationalaffairs.com,usa,right-center,high,mostly free,magazine,medium traffic,high credibility
nationalinterest.org,usa,right-center,mixed,,magazine,medium traffic,high credibility
nationalpost.com,canada,right-center,high,,newspaper,high traffic,high credibility
nos.nl,netherlands,right-center,high,excellent,tv/radio,high traffic,high credibility
nzz.ch,switzerland,right-center,mixed,,newspaper,high traffic,high credibility
newbernsj.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
herald-zeitung.com,usa,right-center,mixed,,newspaper,minimal traffic,high credibility
thecouriertimes.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
observer.com,usa,right-center,high,,website,medium traffic,high credibility
nypost.com,usa,right-center,mixed,,newspaper,high traffic,medium credibility
news.com.au,australia,right-center,mixed,,website,high traffic,high credibility
news-gazette.com,usa,right-center,high,,newspaper,medium traffic,high credibility
newsroom.co.nz,new zealand,right-center,high,,website,medium traffic,high credibility
newstalkzb.co.nz,new zealand,right-center,high,,radio station/website,medium traffic,high credibility
newsweek.com,usa,right-center,mixed,,magazine,high traffic,high credibility
nhjournal.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
nhk.or.jp,japan,right-center,high,,tv station,high traffic,high credibility
nikkei.com,japan,right-center,high,,magazine,high traffic,high credibility
nine.com.au,australia,right-center,high,mostly free,website,high traffic,high credibility
nj1015.com,usa,,high,usa 45/180,,,
norfolkandtillsonburgnews.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
nugget.ca,canada,right-center,high,,newspaper,medium traffic,high credibility
nwaonline.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
northwestsignal.net,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
nowentertainment.net,usa,right-center,high,mostly free,website,minimal traffic,high credibility
nyteknik.se,sweden,right-center,mixed,excellent,newspaper,medium traffic,high credibility
n-tv.de,germany,right-center,mixed,,tv station,high traffic,high credibility
observador.pt,portugal,right-center,high,,website,high traffic,high credibility
canada.com,canada,right-center,mixed,,website,medium traffic,high credibility
oaoa.com,usa,right-center,high,,newspaper,minimal traffic,high credibility
oilprice.com,united kingdom,right-center,mixed,,website,high traffic,high credibility
omaha.com,usa,right-center,high,,newspaper,medium traffic,high credibility
opendoorsus.org,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
opposingviews.com,usa,right-center,mixed,mostly free,website,minimal traffic,medium credibility
ocregister.com,usa,right-center,high,,newspaper,medium traffic,high credibility
osvnews.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
ottawacitizen.com,canada,right-center,high,,newspaper,medium traffic,high credibility
ottawasun.com,canada,right-center,high,,newspaper,medium traffic,high credibility
ourfiniteworld.com,usa,right-center,mixed,,website,minimal traffic,medium credibility
messenger-inquirer.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
owensoundsuntimes.com,canada,right-center,high,,newspaper,minimal traffic,high credibility
pacificresearch.org,usa,right-center,mixed,,organization/foundation,minimal traffic,high credibility
paducahsun.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
pagesix.com,usa,right-center,mixed,,website,high traffic,medium credibility
palladiummag.com,usa,right-center,mixed,,organization/foundation,minimal traffic,medium credibility
paragoulddailypress.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
